Id,SalePrice,LotArea,TotalSF,TotalBath,BedroomAbvGr,GarageCars,WoodDeckSF,YearBuilt,YearRemodAdd
1077,170000,10800,2262,2,3,2,436,1936,1989
1078,138800,15870,2192,1,3,1,240,1969,1969
1079,155900,4435,1696,1,1,2,140,2004,2004
1080,126000,8775,1980,1,3,1,0,1994,1994
1081,145000,11040,2516,2,3,2,55,1971,2004
1082,133000,7500,2080,1.5,3,1,0,1963,1963
1083,192000,8749,2918,2,3,2,192,2002,2002
1084,160000,8800,2502,1,3,1,0,1964,1964
1085,187500,13031,2189,2.5,3,2,315,1995,1996
1086,147000,9069,1932,1,2,2,120,1992,1992
1087,83500,1974,1638,1.5,3,1,120,1973,1973
1088,252000,10574,3035,2.5,3,3,160,2005,2006
1089,137500,2522,2679,2,3,2,0,2004,2004
1090,197000,3316,2494,1.5,1,2,0,2005,2005
1091,92900,8544,1040,2,2,2,0,1950,1950
1092,160000,2160,1852,2.5,2,2,0,1999,2000
1093,136500,8400,2875,2,4,2,342,1925,1950
1094,146000,9230,2064,1.5,1,2,0,1965,1998
1095,129000,5868,1872,1,2,1,0,1956,2000
1096,176432,9317,2628,2,3,2,0,2006,2006
1097,127000,6882,2039,1.5,3,0,136,1914,2006
1098,170000,3696,2162,1.5,2,2,0,1986,1986
1099,128000,6000,1996,1,3,1,0,1936,1950
1100,157000,11880,2872,2,3,2,0,1978,1978
1101,60000,8400,728,1,1,1,0,1920,1950
1102,119500,9758,1900,1,3,1,0,1971,1971
1103,135000,7000,2144,1,2,1,0,1960,2002
1104,159500,8910,1849,1,3,2,0,1959,1959
1105,106000,2016,1932,2.5,3,2,0,1970,1970
1106,325000,12256,4085,2.5,3,2,186,1994,1995
1107,179900,10357,2352,2,3,2,0,1990,1991
1108,274725,23257,2889,2.5,3,2,0,2006,2006
1109,181000,8063,2614,2.5,3,2,100,2000,2000
1110,280000,11362,3672,2,3,3,125,2004,2005
1111,188000,8000,2431,2.5,3,2,224,1995,1996
1112,205000,10480,2767,2.5,4,2,0,1976,1976
1113,129900,7100,1632,1,2,1,0,1957,1957
1114,134500,8923,2016,1,2,1,0,1953,2006
1115,117000,5400,1666,1,2,1,0,1954,2000
1116,318000,12085,3468,2,3,3,0,2007,2007
1117,184100,7750,1827,2.5,3,2,120,2002,2002
1118,130000,9764,1788,1,3,2,0,1967,2003
1119,140000,13825,2134,1,3,1,280,1958,1987
1120,133700,7560,2080,1,3,1,140,1959,1959
1121,118400,8263,2024,1,2,1,0,1920,1950
1122,212900,10084,3104,2,3,3,144,2005,2006
1123,112000,8926,1632,1,3,1,64,1956,1956
1124,118000,9405,1396,1,2,0,0,1947,2008
1125,163900,9125,1866,2.5,3,2,100,1992,1992
1126,115000,10434,2010,1,2,2,0,1955,1955
1127,174000,3684,2928,2,2,3,143,2007,2007
1128,259000,14572,3060,2,3,3,144,2004,2004
1129,215000,11796,2806,2.5,4,2,100,2004,2005
1130,140000,7200,1872,1,2,2,49,1980,1980
1131,135000,7804,3103,2,4,2,431,1928,1950
1132,93500,10712,1948,1,3,0,0,1991,1992
1133,117500,9900,3218,2,5,1,0,1880,1950
1134,239500,9828,3148,2.5,3,2,0,1995,1995
1135,169000,8773,2516,2.5,3,2,100,1997,1997
1136,102000,6180,1946,1,2,1,0,1926,1950
1137,119000,9600,2284,1,3,1,0,1950,1950
1138,94000,6342,1800,1,2,0,0,1875,1996
1139,196000,9819,3134,2,2,2,264,1977,1977
1140,144000,8731,2082,1,3,2,0,1920,1950
1141,139000,7350,1904,1,2,2,0,1951,1951
1142,197500,10304,2648,2.5,4,2,448,1976,1976
1143,424870,9965,4294,3,4,3,125,2006,2007
1144,80000,9000,2012,1,3,0,0,1959,1959
1145,80000,12180,1596,1,2,1,0,1941,1950
1146,149000,6240,2618,1,3,1,0,1928,1950
1147,180000,11200,2596,2,3,2,165,1985,1985
1148,174500,12000,2268,1.5,3,1,0,1941,1950
1149,116900,5700,1683,1,2,1,0,1926,1950
1150,143000,9000,2132,1,3,2,0,1920,1988
1151,124000,8280,1864,1,2,1,0,1950,1950
1152,149900,17755,2932,1.5,3,2,0,1959,1959
1153,230000,14115,2884,1,2,2,0,1956,2004
1154,120500,5890,1632,1,2,1,0,1930,2007
1155,201800,13700,2684,2,4,2,60,1965,1988
1156,218000,10768,2874,2,3,2,0,1976,2004
1157,179900,9350,2484,2,3,2,0,1965,1999
1158,230000,5001,2628,2,2,2,172,2007,2008
1159,235128,11932,3160,2,3,3,0,2007,2008
1160,185000,9120,2777,2.5,4,2,0,1974,1974
1161,146000,2280,2311,2.5,3,2,26,1978,1978
1162,224000,14778,2936,1,3,2,108,1954,2006
1163,129000,8724,1788,1,3,2,0,1968,1968
1164,108959,12900,2456,1,0,2,120,1969,1969
1165,194000,16157,2792,1.5,2,2,168,1978,1978
1166,233170,9541,3004,2,3,2,0,2009,2009
1167,245350,10475,3388,2,3,3,160,2008,2008
1168,173000,10852,2630,2.5,3,2,0,2000,2000
1169,235000,13728,3235,2,4,2,0,1935,1986
1170,625000,35760,5557,3.5,4,3,361,1995,1996
1171,171000,9880,2214,1,3,1,203,1977,1977
1172,163000,9120,2522,1,3,2,0,1958,1958
1173,171900,4017,1875,2.5,2,2,0,2006,2007
1174,200500,18030,4205,3,3,0,122,1946,1994
1175,239000,16560,3297,2.5,4,2,0,1932,1950
1176,285000,10678,4555,2.5,4,2,0,1992,2000
1177,119500,6951,1799,1,3,1,362,1984,1985
1178,115000,3950,2042,1,3,1,0,1926,2004
1179,154900,7681,2074,1.5,3,1,192,1921,1950
1180,93000,8335,1124,1,3,0,0,1954,1954
1181,250000,11170,3730,2.5,4,2,0,1990,1991
1182,392500,5587,3252,2,2,2,162,2008,2008
1183,745000,15623,6872,3.5,4,3,171,1996,1996
1184,120000,10800,2250,1,2,2,229,1920,1950
1185,186700,35133,3144,1.5,3,3,0,1963,1963
1186,104900,9738,2005,1,4,1,0,1924,1950
1187,95000,10615,2677,2,3,2,0,1900,1970
1188,262000,12461,3248,2,2,3,0,1994,1995
1189,195000,8935,2491,2.5,3,2,144,2002,2002
1190,189000,7500,2798,2.5,3,2,140,1999,1999
1191,168000,32463,2871,1,3,4,439,1961,1975
1192,174000,2645,2217,2.5,2,2,206,1999,2000
1193,125000,9600,2174,1,3,1,0,1925,1994
1194,165000,4500,2448,2,2,2,0,1999,1999
1195,158000,9364,2015,1.5,4,1,379,1969,1969
1196,176000,8029,2184,2.5,3,2,100,2005,2005
1197,219210,14054,2742,2.5,4,3,100,2006,2006
1198,144000,8850,2505,1,3,1,0,1916,1950
1199,178000,9100,2424,2,3,2,356,2001,2001
1200,148000,11235,2433,1.5,3,2,0,1963,1979
1201,116050,9353,1728,1,3,1,0,1970,1970
1202,197900,10400,2645,2.5,3,2,198,1998,1998
1203,117000,6000,2232,1,3,1,0,1925,1997
1204,213000,9750,3260,2,3,2,74,2000,2001
1205,153500,10140,2130,1.5,3,2,0,1975,1975
1206,271900,14684,4354,2,3,3,84,1990,1991
1207,107000,8900,2112,1,2,1,0,1966,1966
1208,200000,9135,3382,2,3,2,192,2003,2003
1209,140000,7763,2214,1,3,2,0,1962,1980
1210,290000,10182,3320,2,3,2,322,2006,2006
1211,189000,11218,2900,2.5,3,2,635,1992,1992
1212,164000,12134,2311,2,4,2,325,1988,2005
1213,113000,9340,1344,1,2,1,0,1941,1950
1214,145000,10246,1608,0,0,1,88,1965,2001
1215,134500,10205,1924,1,3,1,150,1962,1962
1216,125000,7094,1788,1,3,1,0,1966,1966
1217,112000,8930,1902,2,4,2,0,1978,1978
1218,229456,8640,2614,2,3,2,135,2009,2009
1219,80500,6240,912,1,2,0,0,1947,1950
1220,91500,1680,1890,1.5,3,0,201,1971,1971
1221,115000,7800,1824,1,2,1,0,1964,1964
1222,134000,8250,2163,1,3,1,0,1968,1968
1223,143000,10496,2886,2,3,1,0,1949,1950
1224,137900,10680,4272,2,4,2,0,1951,1951
1225,184000,15384,2278,2.5,3,2,100,2004,2005
1226,145000,10482,1726,1,3,1,224,1958,1958
1227,214000,14598,2827,2.5,4,3,100,2007,2007
1228,147000,8872,1824,1,2,2,0,1965,2008
1229,367294,8769,3404,1.5,1,3,0,2008,2008
1230,127000,7910,2582,2,4,1,0,1960,1960
1231,190000,18890,3981,3,4,2,155,1977,1977
1232,132500,7728,2296,1,3,2,0,1962,1962
1233,101800,9842,1224,2,2,2,0,1962,1962
1234,142000,12160,2376,1,3,2,0,1959,1959
1235,130000,8525,2904,1.5,4,0,0,1911,1950
1236,138887,13132,2531,1.5,4,1,203,1914,1950
1237,175500,2628,2390,2.5,2,2,0,2003,2003
1238,195000,12393,2795,2.5,4,2,100,2004,2005
1239,142500,13072,2282,1.5,3,2,0,2005,2005
1240,265900,9037,2960,2,2,2,120,2006,2006
1241,224900,8158,2652,2.5,3,2,0,2003,2003
1242,248328,9849,3378,2,3,3,0,2007,2007
1243,170000,10625,2226,2,3,2,0,1974,1974
1244,465000,13891,4152,2.5,2,3,216,2006,2006
1245,230000,11435,2309,1,3,2,0,1929,1950
1246,178000,12090,2453,3.5,3,2,268,1984,2003
1247,186500,8125,2309,2.5,3,2,0,2005,2006
1248,169900,12328,2046,1,3,3,0,1976,1976
1249,129500,9600,2793,1.5,3,2,0,1917,1950
1250,119000,7200,1864,1,3,1,0,1950,1950
1251,244000,11160,4220,2.5,3,2,0,1968,1968
1252,171750,3136,2810,2,2,2,148,2003,2003
1253,130000,9858,1738,1,3,1,33,1968,1968
1254,294000,17542,3359,2.5,3,2,220,1974,2003
1255,165400,6931,2402,2.5,3,2,178,2003,2004
1256,127500,6240,2251,1,3,1,0,1931,1950
1257,301500,14303,3973,2,2,2,262,1994,1994
1258,99900,4060,1728,1,2,0,0,1922,1950
1259,190000,9587,2022,2,2,2,212,2005,2005
1260,151000,9750,2108,1.5,3,2,180,1969,1969
1261,181000,24682,2516,2.5,3,2,0,1999,1999
1262,128900,9600,2100,1,2,1,0,1956,1956
1263,161500,11250,2892,1,5,1,120,1957,1989
1264,180500,13515,2588,1,3,2,0,1919,1950
1265,181000,4060,2742,2,2,2,144,1998,1999
1266,183900,3735,2143,2.5,3,2,0,1999,1999
1267,122000,10120,2814,1.5,4,1,0,1910,1950
1268,378500,13214,4020,2,3,3,144,2008,2009
1269,381000,14100,4175,3.5,4,3,314,1935,1997
1270,144000,11344,2398,1.5,3,1,0,1958,1958
1271,260000,23595,2856,0.5,0,2,268,1979,1979
1272,185750,9156,2978,2,3,2,0,1968,1968
1273,137000,13526,1870,1,3,1,180,1965,1965
1274,177000,11512,2376,1,2,1,0,1959,2006
1275,139000,5362,1911,2,3,2,242,1910,2003
1276,137000,11345,2848,2,4,2,0,1948,1950
1277,162000,12936,2118,1.5,3,2,294,1972,1972
1278,197900,17871,3404,1.5,3,2,0,1967,1976
1279,237000,9473,3159,2.5,3,2,0,2002,2002
1280,68400,7500,1826,1,2,2,30,1920,1950
1281,227000,9808,3146,2,3,2,0,2002,2002
1282,180000,8049,2648,2,2,2,0,1990,1990
1283,150500,8800,2080,2,3,2,0,1977,2008
1284,139000,9400,2736,3,4,0,128,1971,1971
1285,169000,9638,3251,2,4,1,272,1919,1990
1286,132500,6000,2192,1,4,1,45,1939,1950
1287,143000,9790,2656,1.5,3,2,0,1963,1963
1288,190000,36500,3206,2,4,2,168,1964,1964
1289,278000,5664,3160,2,2,2,212,2000,2000
1290,281000,11065,3055,2.5,3,3,177,2006,2006
1291,180500,14112,2304,1,3,2,227,1964,1964
1292,119500,1680,1932,2.5,3,1,185,1972,1972
1293,107500,6600,3366,2,4,1,0,1892,1965
1294,162900,10140,2496,2.5,4,2,0,1976,1976
1295,115000,8172,1728,1,2,2,0,1955,1990
1296,138500,8400,2104,1.5,3,1,356,1968,1968
1297,155000,8700,2248,2,3,2,192,1963,1963
1298,140000,3675,1619,2,2,2,0,2005,2006
1299,160000,63887,11752,2.5,3,2,214,2008,2008
1300,154000,7500,2492,1.5,3,1,218,1959,1994
1301,225000,10762,2961,2.5,3,2,0,1999,1999
1302,177500,7500,2265,1,3,1,0,1942,1950
1303,290000,10120,3691,2.5,4,3,309,1994,1994
1304,232000,8688,3232,2,3,3,208,2005,2005
1305,130000,3363,2684,2,3,2,0,2004,2004
1306,325000,13173,3304,2,2,2,404,2006,2007
1307,202500,6955,2736,2,2,2,132,2005,2006
1308,138000,8072,1980,1,3,2,0,1994,1995
1309,147000,12000,2046,1,2,2,0,1948,2005
1310,179200,7153,2572,2,3,2,112,1991,1991
1311,335000,17500,3804,2,3,2,0,1959,2002
1312,203000,8814,2548,2,3,2,264,2005,2007
1313,302000,9572,4263,2.5,4,2,500,1990,1990
1314,333168,14774,3992,2.5,4,3,668,1999,1999
1315,119000,8190,1896,1,3,1,0,1954,1954
1316,206900,11075,3064,2.5,4,2,280,1969,1969
1317,295493,10226,3252,2,3,3,172,2008,2008
1318,208900,4230,2704,2,2,2,0,2006,2007
1319,275000,14781,3540,2,3,3,198,2001,2002
1320,111000,10215,1812,1,3,1,0,1954,1954
1321,156500,8400,2956,1.5,3,2,114,1957,1957
1322,72500,6627,720,1,2,1,0,1949,1950
1323,190000,10186,2673,2.5,3,2,240,1992,1992
1324,82500,5330,1128,1,2,0,164,1940,1950
1325,147000,9986,3590,2,2,3,0,2006,2007
1326,55000,3636,1592,1,2,0,0,1922,1950
1327,79000,4270,1318,1,3,0,0,1931,2006
1328,130500,6600,1632,1,3,1,0,1982,2008
1329,256000,10440,4302,2,5,2,0,1920,1950
1330,176500,9084,2567,2.5,3,2,0,1998,1998
1331,227000,10000,3176,2,3,3,144,2006,2006
1332,132500,10780,1865,1,3,2,0,1976,1976
1333,100000,8877,1632,1,2,1,0,1938,1958
1334,125500,7200,2163,1.5,2,1,0,1938,1995
1335,125000,2368,2130,1.5,3,2,0,1970,1970
1336,167900,9650,2684,2,2,2,0,1977,1977
1337,135000,9246,3312,2,4,2,0,1973,1973
1338,52500,4118,1386,1,2,0,0,1941,1950
1339,200000,13450,2777,2.5,3,2,146,2002,2002
1340,128500,9560,1728,1,3,1,0,1972,1972
1341,123000,8294,1730,1,3,4,0,1971,1971
1342,155000,13695,2228,1,3,2,0,2003,2004
1343,228500,9375,3453,2.5,3,2,192,2002,2002
1344,177000,7558,2809,1.5,3,2,0,1928,1950
1345,155835,11103,2184,2.5,3,2,0,2006,2006
1346,108500,6000,1920,1,2,1,0,1920,1950
1347,262500,20781,3724,2,3,2,0,1968,2003
1348,283463,15306,3508,2,3,3,0,2006,2007
1349,215000,16196,2976,2,3,2,402,1998,1998
1350,122000,5250,2837,2,4,0,0,1872,1987
1351,200000,11643,3882,3,6,4,0,1969,1969
1352,171000,9247,2574,1.5,4,2,0,1962,1962
1353,134900,6000,1874,1,2,2,210,1937,2000
1354,410000,14720,5271,2.5,4,3,283,1995,1996
1355,235000,10316,2857,2.5,3,3,0,2000,2000
1356,170000,10192,2490,3,4,2,0,1968,1992
1357,110000,9477,1756,1,3,1,0,1966,1966
1358,149900,12537,2156,1.5,3,2,0,1971,2008
1359,177500,2117,2329,2.5,3,2,0,2000,2000
1360,315000,16737,3960,2,3,3,194,2004,2005
1361,189000,9842,3213,3.5,4,2,183,1921,1998
1362,260000,16158,3060,2,3,2,168,2005,2005
1363,104900,12513,2453,2,4,1,55,1920,2007
1364,156932,8499,2028,2.5,3,2,0,2006,2007
1365,144152,3180,1720,2.5,2,2,0,2005,2005
1366,216000,7500,2488,2.5,3,2,0,2000,2000
1367,193000,9179,2663,2.5,3,2,0,1999,1999
1368,127000,2665,2232,2,4,1,104,1977,1977
1369,144000,4435,1696,1,1,2,140,2003,2004
1370,232000,10635,3325,2,3,2,0,2003,2003
1371,105000,5400,2214,1,2,1,0,1920,1950
1372,165500,9600,2653,1,3,1,0,1955,1996
1373,274300,9750,3205,2.5,3,2,253,1998,1998
1374,466500,11400,5266,2.5,2,3,314,2001,2002
1375,250000,10625,2984,2.5,3,3,154,2005,2005
1376,239000,10991,3142,2,3,3,100,2007,2007
1377,91000,6292,1558,1,2,1,0,1930,1950
1378,117000,10998,2588,2,3,2,0,1941,1960
1379,83000,1953,1470,1.5,2,1,72,1973,1973
1380,167500,9735,1778,2.5,3,2,100,2006,2007
1381,58500,8212,1728,1,2,1,0,1914,1950
1382,237500,12925,3322,2.5,4,2,0,1970,1970
1383,157000,7200,2358,1.5,4,2,36,1920,1950
1384,112000,25339,2232,2,3,2,0,1918,2007
1385,105000,9060,1818,1,2,1,0,1939,1950
1386,125500,5436,1950,1,3,1,0,1922,2007
1387,250000,16692,4176,3.5,5,2,0,1978,1978
1388,136000,8520,3240,2,5,1,88,1916,1950
1389,377500,14892,3492,2,3,3,201,2006,2007
1390,131000,6000,1953,1,3,2,0,1941,1950
1391,235000,9100,3050,2,3,2,219,2000,2000
1392,124000,8944,3168,2,4,3,0,1967,1967
1393,123000,7838,1764,1,3,1,175,1967,1967
1394,163000,10800,2394,2,3,2,0,1905,2000
1395,246578,4045,2856,2,2,3,161,2006,2006
1396,281213,12665,3576,2.5,4,3,144,2005,2006
1397,160000,57200,2434,1,3,2,0,1948,1950
1398,137500,6120,2452,1.5,4,1,24,1920,2004
1399,138000,7200,3112,1.5,3,1,0,1950,1982
1400,137450,6171,2584,2.5,3,1,147,1925,1990
1401,120000,6000,2020,1,3,1,0,1929,1950
1402,193000,7415,2432,2.5,3,2,100,2004,2004
1403,193879,6762,2580,2,2,2,168,2006,2006
1404,282922,15256,2949,2,3,3,168,2007,2007
1405,105000,10410,1886,1,3,3,216,1915,1950
1406,275000,3842,3240,2,2,2,128,2004,2005
1407,133000,8445,1536,1,2,2,58,1972,2007
1408,112000,8780,1666,1,3,0,0,1985,1985
1409,125500,7740,1985,1,3,2,0,1910,1950
1410,215000,20544,2884,2.5,3,2,364,1986,1991
1411,230000,12420,2784,2.5,3,2,0,2001,2001
1412,140000,9600,2524,1.5,3,1,0,1950,2005
1413,90000,7200,1040,2,2,2,0,1949,1950
1414,257000,10994,3688,2,2,2,165,2005,2006
1415,207000,13053,2681,1.5,4,2,0,1923,2000
1416,175900,3635,2955,2,1,3,143,2007,2007
1417,122500,11340,3067,2,4,2,0,1885,1950
1418,340000,16545,3734,2.5,3,3,0,1998,1998
1419,124000,9204,2288,1.5,3,1,0,1963,1963
1420,223000,16381,3688,2,3,2,0,1969,1969
1421,179900,11700,2124,2.5,3,2,0,1968,1968
1422,127500,4043,2138,2,2,2,0,1977,1977
1423,136500,4435,1696,1,1,2,140,2003,2003
1424,274970,19690,2898,2,4,2,586,1966,1966
1425,144000,9503,2368,1,2,1,316,1958,1983
1426,142000,10721,2504,1,3,2,0,1959,1959
1427,271000,10944,3350,2.5,3,2,171,1994,1994
1428,140000,10930,2471,1.5,3,1,0,1945,1950
1429,119000,7200,1592,1,2,1,0,1940,1992
1430,182900,12546,2880,2,3,2,0,1981,1981
1431,192140,21930,2570,2.5,4,2,100,2005,2005
1432,143750,4928,1916,2,2,2,0,1976,1976
1433,64500,10800,1624,2,4,1,0,1927,2007
1434,186500,10261,2728,2.5,3,2,0,2000,2000
1435,160000,17400,2252,2,3,2,295,1977,1977
1436,174000,8400,2856,1.5,3,2,0,1962,2005
1437,120500,9000,1728,1,3,2,0,1971,1971
1438,394617,12444,3864,2,2,3,0,2008,2008
1439,149700,7407,2148,1,2,2,0,1957,1996
1440,197000,11584,2264,2.5,3,2,0,1979,1979
1441,191000,11526,2759,2,3,2,431,1922,1994
1442,149300,4426,1696,1,1,2,149,2004,2004
1443,310000,11003,3024,2.5,3,3,168,2008,2008
1444,121000,8854,1904,1,2,1,0,1916,1950
1445,179600,8500,2844,2,3,2,192,2004,2004
1446,129000,8400,1727,1,3,1,0,1966,1966
1447,157900,26142,2376,1,3,1,261,1962,1962
1448,240000,10000,3310,2.5,3,2,0,1995,1996
1449,112000,11767,1906,1.5,2,1,168,1910,2000
1450,92000,1533,1260,1,1,0,0,1970,1970
1451,136000,9000,2688,3,4,0,32,1974,1974
1452,287090,9262,3151,2,3,3,0,2008,2009
1453,145000,3675,1619,1,2,2,0,2005,2005
1454,84500,17217,2280,1,3,0,36,2006,2006
1455,185000,7500,2442,2,2,2,0,2004,2005
1456,175000,7917,2600,2.5,3,2,0,1999,2000
1457,210000,13175,3615,2,3,2,349,1978,1988
1458,266500,9042,3492,2,4,1,0,1941,2006
1459,142125,9717,2156,1,2,1,366,1950,1996
1460,147500,9937,2512,1.5,3,1,736,1965,1965
